titulo,departamento,precio,ubicacion,m2,habitaciones,banios,descripcion_1,descripcion_2,c_interiores,c_exteriores,entorno
"Casa en venta Calle Resbalosa, Resbalosa, Cusco, Perú",26 casas en venta en Cusco Departamento,"600,000","Calle resbalosa, resbalosa, cusco, perú",482m2,12 Habitaciones,5 Baños,"Cusco / Venta / Casa Ideal Hotel Boutique / Barrio San Cristobal , Muy cerca al centro histórico, Cusco, Cusco , Ver en mapa , 247 m² Total , 482 m² Techada , 5 Baños , 12 Dormitorios , 1 Medio baño , 32 Antigüedad , La casa se encuentra en el barrio san cristobal, son 247 m2 de terreno y 482 construidos en material noble. Son 12 habitaciones: 8 con baño 3 baños completos 2 medios baños 3 puertas de acceso a la calle: 1 en la calle resbalosa (peatonal) y 2 en la c","alle quiscapata (acceso vehicular) 1 cocina 1 ambiente para oficina. 2 ambientes utilizados como comedor (uno con chimenea) con salida a la calle quiscapata 1 ambiente amplio de sala con chimenea 1 terraza con habitación tipo depósito. 2 tanques de agua subterráneos y 3 tanques aéreos 1 hidrobomba la mitad de la casa se construyó en 1987 y la otra en 1989. Los baños han sido remodelados desde el 2004. Tiene 2 medidores de agua y 2 medidores de luz. Ideal para hotel boutique. 3 pisos, sin muebles, 32 años de antiguedad, zona comercial, parcialmente remodelada, tres plantas. Comedor, cocina, escritorio, 12 dormitorios, 12.0 baños, 1 cuarto de servicio, 1 baño de servicio, lavandería. Terraza. Patio, parrilla,","Amoblado: Sin amoblar,Balcón,Armario empotrado,Línea Blanca,Chimenea,Cuarto de Servicio,Agua","Año de construcción: 1,990,Terraza,Cisterna,Jardín,BBQ","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Jirón Grau, Urubamba, Perú",26 casas en venta en Cusco Departamento,"699,000","Jirón grau, urubamba, perú","2,803m2",5 Habitaciones,7 Baños,"SE VENDE CASA EN CONDOMINIO EN JIRON  GRAU, URUBAMBA, CUSCO , Casa Hermosa en Urubamba o Paraíso Bíblico es uno de los lugares más bellos del Valle Sagrado de los Incas. Se encuentra a 2,875 msnm y cuenta con un clima privilegiado que permite el desarrollo de diversa flora y fauna. (final de la calle Grau, ingreso por calle al mirador de Tantanmarka). ,  , A pocas cuadras  de la plaza de armas, donde se encuentra la iglesia principal y la municipalidad",", se encuentra esta bella casa multifamiliar. ,  , Acabados de lujo, de material noble, pisos de cerámicos primer piso, acabados con madera machihembrada de madera pumaquiro, techos altos, andenes de piedras para cultivar diferentes plantas, espacio para piscina, ambientes acogedores, tranquilidad y paz en la zona y en el mismo Valle Sagrado, rodeada de jardines toda la casa y área social. ,  , Primer ingreso puerta ancha de metal, y las 3 casas del condominio de casas. ,  , Primer piso: , • Sala , • Bar , • Dos comedores , • Comedor de diario , • Cocina abierta con una isla en granito, con muebles altos y bajos , • Lavandería con muebles , • Baño de visita , • Dormitorio con baño incorporado y W/C , • Todo el contorno de la casa con terraza y jardín ,  , Segundo piso: , • Pequeña sala de recibo , • Dormitorio principal amplio con W/C. amplio, con terraza amplia y vista a jardines , • Tres dormitorios con baño incorporado, closet y con balcón , • Todos los dormitorios con vista a jardín ,  , Exteriores de la casa e ingreso: , • Ingreso amplio , • Mini cabaña de dos dormitorios, living comedor, cocina y baño , • Un deposito , • Lavandería , • Un gallinero , • Área de parrilla con horno de barro, parrilla, mesada , • Baño completo , • Caseta de tanque de agua hidroneumático , • Caseta de gas , • Pozos sépticos , • Thermas solares , • Canales de riego , • Estacionamiento para 5 autos , • Jardines con andenería parte delantera, posterior y lateral izquierdo, arboles frutales , ¡En MATESSA estamos para ayudarte a poder la propiedad perfecta para ti! No dudes en contactarnos que estaremos siempre gustosos de atenderte.","Amoblado: Semi-amoblado,Agua","Año de construcción: 2,012,Terraza,Cisterna",
"Casa en venta Cusco Distrito, Cusco",26 casas en venta en Cusco Departamento,"840,000",Cusco,300m2,5 Habitaciones,4 Baños,"VENDO LOTE / CASA 300 M2 URB. MAGISTERIO CUSCO PERU ,  , La propiedad se ubica frente al Parque “El Trébol” de Urb. Magisterio y tiene 12 metros de frontis por 25 metros de fondo, se vende como terreno, no obstante, la casa se encuentra en muy buenas condiciones de conservación. ,  , Cuenta con toda la documentación saneada por lo que puede ser financiable con cualquier banco, lista para transferencia.  ,  , Para programar visita a la propiedad hacer cita con el Sr. Adrian Sunción al teléfono: +51-98762----",,"Armario empotrado,Cuarto de Servicio","Estacionamientos,Bodega,BBQ,Gimnasio,Oficina",Cerca de parques
"Casa en venta Cusco Distrito, Cusco",26 casas en venta en Cusco Departamento,"4,500,000",Cusco,800m2,10 Habitaciones,8 Baños,"Vendo casona de 1029 metros cuadrados, ubicado en el centro de la ciudad del Cusco (calle San Andrés) la propiedad tiene unos veinte metros lineales de frontis, cuenta con ambientes muy conservados, así mismo por estar dentro del centro histórico cuenta con la arquitectura típica de la zona. ,  , Esta propiedad al encontrarse en el centro de la ciudad se le pueden dar múltiples usos, más que todo enfocados al turismo. ,  , La documentación de la propiedad se encuentra saneada, inscrita en los registros públicos de esta ciudad. Para hacer una visita In Situ, programar al 0051 98097----"," ,  ,  ","Balcón,Armario empotrado,Línea Blanca","Año de construcción: 1,950,Seguridad privada",Cerca de parques
"Casa en venta Pisac, Calca",26 casas en venta en Cusco Departamento,"150,000","Pisac, Calca, Cusco",200m2,3 Habitaciones,2 Baños,"VENDO CASA DE CAMPO (CASA MARTHA) PISAC CUSCO PERU ,  , La Casa Martha está diseñada por el arquitecto Rafael Ortiz Santos respetando las técnicas tradicionales de los Andes: paredes de adobe, techos de tejas y cielos rasos coloniales.  ,  , Se encuentra en Pisac, de camino al parque arqueológico, visible desde el hogar. ,  , Para jugar con la pendiente del terreno, el arquitecto imaginó tres terrazas, formadas por muros de piedra que recuerdan a los andenes incas.   ,  , La casa viene a posarse sobre las terrazas y se distribuye en dos pisos. ,  , Cuenta con 5 ambientes (living, cocina-comedor, un dormitorio de adultos, un dormitorio de niños, un cuarto que puede ser utilizado como tercer dormitorio u oficina), un baño (lavamanos, ducha, inodoro) y un toilette en el primer piso. ,  , La Casa Martha se organiza en torno a dos patios que dan mucha luz a los espacios. ,  , Tanto rústico como moderno, el estilo de Rafael Ortiz Santos se caracteriza por el cuidado en los detalles y la elegancia de los materiales: numerosas puertas y ventanas en arco, nichos en el interior de las habitaciones, muebles de adobe (sofá, camas), marcos en fino hierro pintado de azul. ,  , Para programar visita a la propiedad hacer cita con el Sr. Adrian Sunción al teléfono (0051) 98762----",,Balcón,"Año de construcción: 2,022","Cerca de parques,Vista panorámica"
"Casa en venta Wanchaq, Cusco",26 casas en venta en Cusco Departamento,"430,000","Wanchaq, Cusco",400m2,5 Habitaciones,5 Baños,"VENDO CASA EN ESQUINA 168 M2 WANCHAQ CUSCO PERÚ ,  ,   ,  , La propiedad tiene 167.50 M2 de área de terreno y uno 400 metros de construcción en tres pisos, está en esquina en la urbanización Kennedy A. ,  , Esta propiedad por la ubicación que muy cerca de colegios, universidades, centros comerciales, bancos, etc. También por la zona es ruta de varias empresas de transporte público. ,  , Así mismo esta propiedad cuenta con toda la documentación saneada inscrita en los Registros Públicos de esta ciudad por lo que puede ser financiada con cualquier instrucción financiera. ,  , Para programar visita a la propiedad hacer cita al +51 98097----",,"Armario empotrado,Línea Blanca","Año de construcción: 2,000,Estacionamientos,Gimnasio",Cerca de parques
"Casa en venta Wanchaq, Cusco",26 casas en venta en Cusco Departamento,"619,500","Wanchaq, Cusco",250m2,6 Habitaciones,3 Baños,"Vendo lote de 295 M2 con casa de adobe en muy buenas condiciones, la propiedad está ubicada en la misma Av. Velasco Astete, a dos cuadras de la entrada al Aeropuerto, el lote tiene 14.5 metros lineales de frontis, zona altamente comercial avenida muy amplia 32 metros con veredas, sardineles, y areas verdes,  se vende a precio de terreno, en la zona los parámetros de construcción está sobre los 7 pisos en la práctica hay edificios hasta de 10 pisos, la propiedad se encuentra saneadacon documentos independizados, un solo dueño, inscrito en los Registros Publicos de esta ciudad, para ver la propiedad hacer contacto con el señor Willian Sunción (0051) 98469----",,"Balcón,Armario empotrado,Línea Blanca","Año de construcción: 2,005,Estacionamientos,Bodega,Gimnasio,Oficina",Cerca de parques
"Casa en venta Calca Distrito, Calca",26 casas en venta en Cusco Departamento,"540,000","Calca, Cusco","4,500m2",,,"OPORTUNIDAD DE INVERSION, EN EL MARAVILLOSO VALLE SAGRADO DE CUSCO - CALCA. ,   , EL TERRENO CUENTA CON UN AREA DE 4500 M2, DE LOS CUALES 2000 M2 SE ENCUENTRAN INSCRITOS EN REGISTRO PUBLICOS Y 2500 M2 CON CERTIFICADO DE POSESION. ,  , CUENTA CON UN FRONTIS QUE LIMITA CON LA PISTA DE CUSCO - URUBAMBA Y EN LA PARTE POSTERIOR COLINDA CON EL RIO VILCANOTA KX 46.5. ,  , EL METRO CUADRADO SE VENDE A $120, CON UN LIGERO MARGEN DE NEGOCIACION. ,  , IDEAL PARA TENER TU C","ASA DE CAMPO CERCA AL RIO Y PODER TENER PAZ Y TRANQUILIDAD, UN ESCAPE DE LA CIUDAD O PUEDES INVERTIR EN LA AGRICULTURA. ,  , NO PIERDAS ESTA OPORTUNIDAD.",,,
"Casa en venta Santiago, Cusco",26 casas en venta en Cusco Departamento,"1,500,000","Santiago, Cusco",400m2,4 Habitaciones,6 Baños,"La propiedad esta ubicada frente al parque de Huancaro en la zona residencial, por la distribución cuenta con mucha luz natural y ambientes sobrios, muebles de diseño en fina madera, elementos artísticos y arquitectónicos que van  de acuerdo a la decoración de los ambientes, la zona es segura propio de zona residencial,  ,  , Consta de: 4 habitaciones amplias, 30M2 aprox cada una (tres en el primer piso 2 en el segundo 6 baños en total, roperos empotrados muy amplios acabados con madera cedro, cocina equipa con muebles de madera y tablero de granito, sala comedor muy amplia decorada con muebles de madera (algunos importados desde Croacia) garaje hasta para tres carros según el tamaño, amplio deposito, un jardín en el centro de la casa, una terraza techada con muchas aplicaciones con diseño arquitectónico ( Arq. Eduardo Villena)   ,  , Así mismo la propiedad se encuentra inscrita en los registros públicos de esta ciudad lista para hacer transferencia, para programar vivita a la propiedad hacer cita con el Sr. Willian Sunción al teléfono (0051) 98469----",,"Sistema de Alarma,Balcón,Armario empotrado,Línea Blanca,Chimenea","Año de construcción: 2,019,Estacionamientos,Bodega,Jardín,BBQ,Gimnasio,Seguridad privada",Cerca de parques
"Casa en venta Cusco Distrito, Cusco",26 casas en venta en Cusco Departamento,"1,800,000",Cusco,600m2,,,"VENDO HOSTAL 17 HABITACIONES CENTRO DEL CUSCO PERU  ,  , Esta propiedad se encuentra ubicada en la intersección de av. Arcopata con calle Meloq. ,  , Cuenta con 17 habitaciones amplias, área de restobar con bonita vista a la ciudad Imperial del cusco. ,  , El área del terreno es de 111 M2 y el área construida es de 600 M2 en los seis pisos que esta cuenta. Actualmente el negocio se encuentra funcionando por lo que se vende con llave en mano. ,  , Documentación saneada independizada inscrita en registros públicos de esta ciudad. ,  ,   ,  , Para ver la propiedad coordinar al ", (ADRIAN SUNCION),"Gas Natural,Cuarto de Servicio","Bodega,Gimnasio","Cerca de parques,Vista panorámica"
"Casa en venta Cusco Distrito, Cusco",26 casas en venta en Cusco Departamento,"2,800,000",Cusco,500m2,,,"VENDO CASONA / TERRENO 1,850 M2 CERCADO CUSCO PERÚ ,  , La propiedad cuenta con 25 metros de frontis, y se ubica en la calle Hospital del centro histórico de ciudad imperial del Cusco, a cien metros de la iglesia de San Pedro, mercado central del Cusco u estación de ferrocarril ,  , Propiedad aparente para inversión relacionado al turismo, entre otros en general ,  , Así mismo cuenta con toda la documentación en orden, titulo independizado inscrito en los Registros Públicos de esta ciudad. ,  , Para programar una visita a esta propiedad llamar al (0051) ",  ,,Oficina,Cerca de parques
"Casa en venta Cusco Distrito, Cusco",26 casas en venta en Cusco Departamento,"982,500",Cusco,565m2,8 Habitaciones,4 Baños,"Venta Casona Colonial en el Centro Histórico del Cusco ,  , La casona en venta en el Cusco es una edificación de estilo colonial con características únicas y encanto tradicional. Se encuentra ubicada en el corazón del centro histórico de la ciudad, a solo 280 metros de la Plaza de Armas y en la ruta de Sacsayhuaman, una de las principales atracciones turísticas de la región. ,  , La propiedad cuenta con una superficie de terreno de 565 metros cuadrados y está construida sobre bases de andenes incaicos, lo que le otorga una gran importancia histórica y cultural. Además, su ubicación en el barrio de San Cristóbal le brinda una vista privilegiada de la ciudad. ,  , La casona es ideal para ser adecuada a uso turístico, como hotel, galería artesanal, oficinas administrativas de alguna institución, entre otras opciones. Cuenta con amplios espacios, techos altos y una decoración colonial que le otorga un ambiente acogedor y elegante. ,  , La propiedad cuenta con múltiples habitaciones y baños, salones amplios, patios internos y jardines que le brindan una gran luminosidad y ventilación natural. Además, cuenta con áreas comunes ideales para el descanso y la relajación de los huéspedes, como terrazas, balcones y un patio central. ,  , El precio de la propiedad es de $ 984,500, lo que la convierte en una excelente inversión en el sector turístico de la región. La casona en venta en el Cusco es una oportunidad única de adquirir una propiedad con gran valor histórico y cultural en una ubicación privilegiada, ideal para cualquier tipo de negocio turístico. ,  , ¡¡No pierda la oportunidad de adquirir esta propiedad con gran valor histórico y cultural! ,  , Contacto: Rossana Osores     Cel.: +51 997""896*954   , Email: ",,"Balcón,Cuarto de Servicio,Agua,Línea Blanca","Año de construcción: 1,950,Jardín,Caseta de vigilancia","Cerca a avenidas principales,Cerca a Centro Comercial,Cerca de parques,Cerca a Centro Comercial,Vista panorámica"
"Casa en venta Wanchaq, Cusco",26 casas en venta en Cusco Departamento,"2,000,000","Wanchaq, Cusco","1,065m2",,10 Baños,"Vendo propiedad como terreno de  1065 M2. De área, cuenta con dos frontis de: 20 ML.  Hacia la Av. Tullumayo y 20ML.  Hacia la calle Collacalle, a 50 metros de la Plazoleta Limac pampa, a tres cuadras de plaza de armas del Cusco. Con parámetros de construcción en la zona de 3 pisos, cuenta con tres bloques de construcción actualmente que pueden ser restaurados perfectamente, a las personas interesadas pueden hacer sus consultas al telf, , o al ","  ,  ,  ","Balcón,Armario empotrado,Línea Blanca,Piscina","Año de construcción: 1,975,Estacionamientos,Bodega,Jardín,BBQ,Gimnasio,Oficina",Cerca de parques
"Casa en venta San Sebastian, Cusco",26 casas en venta en Cusco Departamento,"150,000","San Sebastian, Cusco",53m2,,3 Baños,"VENDO CASA DE CUATRO PISOS 53 M2 ,  , ""Encantador edificio de 4 pisos en una ubicación privilegiada, listo para convertirse en una excelente oportunidad de inversión. Con un área de terreno total de 53 metros cuadrados, esta propiedad ha sido cuidadosamente diseñada y construida estándares de calidad. Cada piso del edificio ofrece un espacio bien distribuido y versátil, con dos habitaciones, un baño, sala , cosina, por piso.  ,  ,  Con una ubicación estratégica este edificio se encuentra en Licenciados - San Sebastián 1er paradero a dos cuadras de la a.v la culturan en un área de gran demanda, rodeado de una amplia variedad de servicios y facilidades. ,  ,  El acceso conveniente a transporte público, centros comerciales, restaurantes y espacios recreativos lo convierte en una excelente opción. ,  , Documentación inscrito en registros públicos como derechos y acciones . ,  ,  ¡Contacta ahora para programar una visita y descubrir todo el potencial que esta propiedad tiene para ofrecer!"" al ", Adrián Sunción.,,"Jardín,Gimnasio","Cerca de parques,Vista panorámica"
"Casa en venta San Sebastian, Cusco",26 casas en venta en Cusco Departamento,"220,000","San Sebastian, Cusco",310m2,5 Habitaciones,5 Baños,"Vendo hermosa casa de 310 metros cuadrados de construcción en 3 pisos, el terreno tiene 150 metros cuadrados, ubicada en condominio Las Terrazas (entrando por el paradero Enaco de Av. De la Cultura) la propiedad consta de 5 habitaciones, cocina, sala amplia, comedor, sala de GYM, cochera hasta para tres carros, 5 baños, en esquina con mucha luz natural todo el día,  ,  , Así mismo se encuentra  inscrito como derechos y acciones en los Registros Púbicos de esta ciudad, ,  , Para ver la misma hacer contacto al ",,"Balcón,Armario empotrado,Línea Blanca,Jacuzzi,Cuarto de Servicio","Año de construcción: 2,010,Estacionamientos,Bodega,Seguridad privada","Cerca de parques,Vista panorámica"
"Casa en venta Wanchaq, Cusco",26 casas en venta en Cusco Departamento,"735,000","Wanchaq, Cusco",850m2,19 Habitaciones,10 Baños,"Vendo edificio de 294 M2 Área de terreno 850 M2 de construcción en 3 pisos, ubicado en Urb. Quispicanchis, Cusco Perú, a precio de terreno, con las siguientes características: 2 tiendas hacia la calle 1 departamento amplio y 10 minidepartamentos, actualmente se encuentra con inquilinos todos con contratos condicionados, al momento de la venta desocupan en 30 días de plazo máximo, no obstante él comprador puede seguir alquilando,  se vende a precio de terreno 2500 dólares M2, documentación en regla, titulo independizado,  inscrito en los registros públicos de cusco,  con servicio de transporte público paradero a una cuadra, buen clima todo el año, cerca de colegios universidades, centros comerciales y bancos, para ver la propiedad hacer cita al ",,,"Bodega,Gimnasio,Oficina",Cerca de parques
"Casa en venta San Sebastian, Cusco",26 casas en venta en Cusco Departamento,"380,000","San Sebastian, Cusco",445m2,6 Habitaciones,3 Baños,"Vendo lote con casa de 445 M2, ubicado en APV Santa Rosa, San Sebastián Cusco Perú, a la altura del mercadillo de Santa Rosa, Calle Rene de la Molina, la propiedad se vende como Lote de terreno, no obstante, cuenta con una vivienda en muy buenas condiciones de material adobe, a tres cuadras de Av. De la Cultura, por la viabilidad de la avenida esta se encuentra cerca a todo, Universidades, colegios, centros comerciales, mercados, entre otros, así mismo cuenta con la documentación saneada, inscrito en Registros Públicos, para ver la propiedad hacer una cita al teléfono ",,Línea Blanca,"Estacionamientos,BBQ,Gimnasio","Cerca de parques,Vista panorámica"
"Casa en venta Wanchaq, Cusco",26 casas en venta en Cusco Departamento,"4,500,000","Wanchaq, Cusco","1,082m2",18 Habitaciones,10 Baños,"VENDO CASONA CACERES 562 M2 A MEDIA CUADRA PLAZA CUSCO PERU ,  , La propiedad está ubicada a media cuadra de la plaza de armas de la ciudad del Cusco, calle plateros, zona alta mente comercial. ,  , La casona consiste de dos bloques comunicados entre sí por pasajes de circulación, con material de adobe y estructuras de madera como elementos estructurales en gran porcentaje, divididos por un patio central principal y un patio interior en el bloque interior. El uso general del predio es de hospedaje y un sector de vivienda independiente.  ,  ,   ,  , Valor Comercial ,  , Esta propiedad, por la ubicación en la calle plateros, se le puede dar usos múltiples,en esta calle redundan los comercios como: oficinas de agencias de turismo, Restobares, Discotecas, restaurantes, Markets, etc. Por lo que haciendo una distribución adecuada la misma propiedad puede retribuir la inversión en alquileres diversos.  ,  ,   ,  , La distribución de divide de la siguiente manera:  ,  , 2 tiendas en la parte frontal  ,  , 2 patios  ,  , Área Construida (Aprox.):  ,  , Primer nivel: 438 m2;  ,  , Segundo nivel: 466 m2;  ,  , Tercer nivel: 178 m2  ,  ,   ,  , Detalles ,  , La Calle Plateros está ubicada en la zona monumental de la ciudad del Cusco. Antes era llamada Calle de los Conquistadores. Durante la construcción del Convento de La Merced se concentraron aquí los talleres de los maestros: Quintín de Alonso, Cosme de la Vega, Diego de Peralta. Desde esa época, y hasta las postrimerías del coloniaje el pueblo lo llamó ""Calle de las platerías"" y hoy Calle Plateros. ,  , Para programar visita a la propiedad hacer cita con el Sr. Willian Sunción al teléfono (0051) ",,"Balcón,Armario empotrado,Línea Blanca","Año de construcción: 1,960,Oficina",Cerca de parques
